SKU,Description,Name,Price,Short Description,Image
OA1728,"Aluminum Trim H Connector to fit 7/8"" Material with .062"" Radiused Ends

</li><li>7/8"" W x 1-1/2"" H x 1/16"" Wall (.910"" x 1.500"" x .062"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","H Sections - Fits 7/8""",13.01,"</li><li>1"" W x 1-1/2"" H x 1/16"" Wall (1.00"" x 1.500"" x .062"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6063-T5",/1/7/1728_2.jpg
OA1707,"Aluminum Trim H Connector to fit 1"" Material

</li><li>1"" W (inner dimension) x 1-3/4"" H x 1/20"" Wall (1.020"" x 1.724"" x .050"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","H Sections - Fits 1""",12.02,"</li><li>1"" W x 1-3/4"" H x 1/20"" Wall (1.020"" x 1.724"" x .050"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6063-T5",/1/7/1707.jpg
OA2586,"Aluminum Trim H Connector to fit 2"" Material

</li><li>2"" W x 1-1/2"" H x 1/20"" Wall (2.00"" x 1.500"" x .055"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","H Sections - Fits 2""",14.76,"</li><li>2"" W x 1-1/2"" H x 1/20"" Wall (2.00"" x 1.500"" x .055"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6063-T5",/2/5/2586_2.jpg
OA2303-M,"Mill Finish Aluminum Channel to Fit 3/8"" Material

</li><li>1/2"" W x 1/2"" H x 1/16"" Wall (.500"" x .500"" x .062"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish.
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Channel: Fits 3/8""",6.53,"</li><li>1/2"" W x 1/2"" H x 1/16"" Wall (.500"" x .500"" x .062"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish
</li><li>6063-T5",/2/3/2303_2.jpg
OA8105-M,"<p>Mill Finish Aluminum Channel: Fits 3/8 Material</p><ul><li>1/2"" W x 3/4"" H x 1/16"" Wall ( 0.5"" W x 0.75"" H x 0.0625"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 3/8""",8.9,"<ul><li>1/2"" W x 3/4"" H x 1/16"" Wall ( 0.5"" W x 0.75"" H x 0.0625"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/8/1/8105_1.jpg
OA8104-M,"<p>Mill Finish Aluminum Channel: Fits 3/8 Material</p><ul><li>1/2"" W x 1"" H x 1/16"" Wall ( 0.5"" W x 1"" H x 0.0625"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 3/8""",11.26,"<ul><li>1/2"" W x 1"" H x 1/16"" Wall ( 0.5"" W x 1"" H x 0.0625"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/8/1/8104_1.jpg
OA8106-M,"<p>Mill Finish Aluminum Channel: Fits 5/8"" Material</p><ul><li>3/4"" W x 3/4"" H x 1/16"" Wall ( 0.75"" W x 0.75"" H x 0.0625"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 5/8""",10.18,"<ul><li>3/4"" W x 3/4"" H x 1/16"" Wall ( 0.75"" W x 0.75"" H x 0.0625"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/8/1/8106_1.jpg
OA2746-M,"Clear Anodized Aluminum Channel to Fit 7/8"" Material

</li><li>1"" W x 1"" H x 1/16"" Wall (1.00"" x 1.00"" x .063"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish, Unpolished Per American Society for Testing and Materials (ASTM)
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Channel: Fits 7/8""",13.89,"</li><li>1"" W x 1"" H x 1/16"" Wall (1.00"" x 1.00"" x .063"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish
</li><li>6063-T5",/2/7/2746_2.jpg
OA2525-M,"<p>Mill Finish Aluminum Channel: Fits 5/16"" Material</p><ul><li>1/2"" W x 1/2"" H x 3/32"" Wall ( 0.5"" W x 0.5"" H x 0.09375"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6067 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 5/16""",35.72,"<ul><li>1/2"" W x 1/2"" H x 3/32"" Wall ( 0.5"" W x 0.5"" H x 0.09375"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/2/5/2525_1.jpg
OA9339-M,"<p>Mill Finish Aluminum Channel: Fits 9/16"" Material</p><ul><li>3/4"" W x 3/4"" H x 3/32"" Wall ( 0.75"" W x 0.75"" H x 0.09375"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 9/16""",14.91,"<ul><li>3/4"" W x 3/4"" H x 3/32"" Wall ( 0.75"" W x 0.75"" H x 0.09375"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/9/3/9339_1.jpg
OA9340-M,"<p>Mill Finish Aluminum Channel: Fits 13/16"" Material</p><ul><li>1"" W x 1"" H x 3/32"" Wall ( 1"" W x 1"" H x 3/32"""" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 13/16""",20.29,"<ul><li>1"" W x 1"" H x 3/32"" Wall ( 1"" W x 1"" H x 3/32"""" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/9/3/9340_1.jpg
OA9341-M,"<p>Mill Finish Aluminum Channel: Fits 1/4"" Material</p><ul><li>1/2"" W x 1/2"" H x 1/8"" Wall ( 0.5"" W x 0.5"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 1/4""",11.97,"<ul><li>1/2"" W x 1/2"" H x 1/8"" Wall ( 0.5"" W x 0.5"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/9/3/9341_1.jpg
OA8108-M,"<p>Mill Finish Aluminum Channel: Fits 1/4"" Material</p><ul><li>1/2"" W x 3/4"" H x 1/8"" Wall ( 0.5"" W x 0.75"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 1/4""",16.83,"<ul><li>1/2"" W x 3/4"" H x 1/8"" Wall ( 0.5"" W x 0.75"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/8/1/8108_1.jpg
OA8114-M,"<p>Mill Finish Aluminum Channel: Fits 1/2"" Material</p><ul><li>3/4"" W x 3/8"" H x 1/8"" Wall ( 0.75"" W x 0.375"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 1/2""",11.97,"<ul><li>3/4"" W x 3/8"" H x 1/8"" Wall ( 0.75"" W x 0.375"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/8/1/8114_1.jpg
OA8115-M,"<p>Mill Finish Aluminum Channel: Fits 1/2"" Material</p><ul><li>3/4"" W x 1/2"" H x 1/8"" Wall ( 0.75"" W x 0.5"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 1/2""",14.46,"<ul><li>3/4"" W x 1/2"" H x 1/8"" Wall ( 0.75"" W x 0.5"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/8/1/8115_1.jpg
OA8186-M,"<p>Mill Finish Aluminum Channel: Fits 1/2"" Material</p><ul><li>3/4"" W x 3/4"" H x 1/8"" Wall ( 0.75"" W x 0.75"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 1/2""",19.2,"<ul><li>3/4"" W x 3/4"" H x 1/8"" Wall ( 0.75"" W x 0.75"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/8/1/8186_1.jpg
OA1077-M,"Mill Finish Aluminum Channel to Fit 1/2"" Material

</li><li>3/4"" W x 1"" H x 1/8"" Wall (.750"" x 1.00"" x .125"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish, Unpolished Per American Society for Testing and Materials (ASTM)
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Channel: Fits 1/2""",24,"</li><li>3/4"" W x 1"" H x 1/8"" Wall (.750"" x 1.00"" x .125"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish
</li><li>6063-T5",/1/0/1077_5.jpg
OA8107-M,"<p>Mill Finish Aluminum Channel: Fits 3/4"" Material</p><ul><li>1"" W x 3/4"" H x 1/8"" Wall ( 1"" W x 0.75"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 3/4""",21.57,"<ul><li>1"" W x 3/4"" H x 1/8"" Wall ( 1"" W x 0.75"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/8/1/8107_1.jpg
OA7815-M,"Mill Finish Aluminum Channel to Fit 3/4"" Material

1"" W x 1"" H x 1/8"" Wall (1.00"" x 1.00"" x .125"")
8 Foot Cut Length
Mill Finish, Unpolished Per American Society for Testing and Materials (ASTM)
6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper ","Channel: Fits 3/4""",23.81,"</li><li>1"" W x 1"" H x 1/8"" Wall (1.00"" x 1.00"" x .125"")

</li><li>8 Foot Cut Length

</li><li>Mill Finish

</li><li>6063-T5",/7/8/7815.jpg
OA9342-M,"<p>Mill Finish Aluminum Channel: Fits 3/4"" Material</p><ul><li>1"" W x 1-1/2"" H x 1/8"" Wall ( 1"" W x 1.5"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 3/4""",36.03,"<ul><li>1"" W x 1-1/2"" H x 1/8"" Wall ( 1"" W x 1.5"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/9/3/9342_1.jpg
OA9343-M,"<p>Mill Finish Aluminum Channel: Fits 3/4"" Material</p><ul><li>1"" W x 2"" H x 1/8"" Wall ( 1"" W x 2"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 3/4""",45.63,"<ul><li>1"" W x 2"" H x 1/8"" Wall ( 1"" W x 2"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/9/3/9343_1.jpg
OA9344-M,"<p>Mill Finish Aluminum Channel: Fits 1"" Material</p><ul><li>1-1/4"" W x 1"" H x 1/8"" Wall ( 1.25"" W x 1"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 1""",28.8,"<ul><li>1-1/4"" W x 1"" H x 1/8"" Wall ( 1.25"" W x 1"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/9/3/9344_1.jpg
OA8109-M,"<p>Mill Finish Aluminum Channel: Fits 1"" Material</p><ul><li>1-1/4"" W x 1-1/4"" H x 1/8"" Wall ( 1.25"" W x 1.25"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 1""",33.66,"<ul><li>1-1/4"" W x 1-1/4"" H x 1/8"" Wall ( 1.25"" W x 1.25"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/8/1/8109_1.jpg
OA8116-M,"<p>Mill Finish Aluminum Channel: Fits 1-1/4"" Material</p><ul><li>1-1/2"" W x 1/2"" H x 1/8"" Wall ( 1.5"" W x 0.5"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 1-1/4""",21.63,"<ul><li>1-1/2"" W x 1/2"" H x 1/8"" Wall ( 1.5"" W x 0.5"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/8/1/8116_1.jpg
OA9345-M,"<p>Mill Finish Aluminum Channel: Fits 1-1/4"" Material</p><ul><li>1-1/2"" W x 1"" H x 1/8"" Wall ( 1.5"" W x 1"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 1-1/4""",31.17,"<ul><li>1-1/2"" W x 1"" H x 1/8"" Wall ( 1.5"" W x 1"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/9/3/9345_1.jpg
OA9346-M,"<p>Mill Finish Aluminum Channel: Fits 1-1/4"" Material</p><ul><li>1-1/2"" W x 1-1/2"" H x 1/8"" Wall ( 1.5"" W x 1.5"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 1-1/4""",40.77,"<ul><li>1-1/2"" W x 1-1/2"" H x 1/8"" Wall ( 1.5"" W x 1.5"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/9/3/9346_1.jpg
OA9385-M,"<p>Mill Finish Aluminum Channel: Fits 1-1/4"" Material</p><ul><li>1-1/2"" W x 2"" H x 1/8"" Wall ( 1.5"" W x 2"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 1-1/4""",50.37,"<ul><li>1-1/2"" W x 2"" H x 1/8"" Wall ( 1.5"" W x 2"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/9/3/9385.jpg
OA9386-M,"<p>Mill Finish Aluminum Channel: Fits 1-1/2"" Material</p><ul><li>1-3/4"" W x 1/2"" H x 1/8"" Wall ( 1.75"" W x 0.5"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 1-1/2""",24.06,"<ul><li>1-3/4"" W x 1/2"" H x 1/8"" Wall ( 1.75"" W x 0.5"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/9/3/9386.jpg
OA8110-M,"<p>Mill Finish Aluminum Channel: Fits 1-1/2"" Material</p><ul><li>1-3/4"" W x 3/4"" H x 1/8"" Wall ( 1.75"" W x 0.75"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 1-1/2""",28.8,"<ul><li>1-3/4"" W x 3/4"" H x 1/8"" Wall ( 1.75"" W x 0.75"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/8/1/8110_1.jpg
OA8111-M,"<p>Mill Finish Aluminum Channel: Fits 1-1/2"" Material</p><ul><li>1-3/4"" W x 1"" H x 1/8"" Wall ( 1.75"" W x 1"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 1-1/2""",33.66,"<ul><li>1-3/4"" W x 1"" H x 1/8"" Wall ( 1.75"" W x 1"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/8/1/8111_1.jpg
OA9347-M,"<p>Mill Finish Aluminum Channel: Fits 1-1/2"" Material</p><ul><li>1-3/4"" W x 1-3/4"" H x 1/8"" Wall ( 1.75"" W x 1.75"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 1-1/2""",48,"<ul><li>1-3/4"" W x 1-3/4"" H x 1/8"" Wall ( 1.75"" W x 1.75"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/9/3/9347.jpg
OA9348-M,"<p>Mill Finish Aluminum Channel: Fits 1-1/2"" Material</p><ul><li>1-3/4"" W x 2"" H x 1/8"" Wall ( 1.75"" W x 2"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 1-1/2""",52.86,"<ul><li>1-3/4"" W x 2"" H x 1/8"" Wall ( 1.75"" W x 2"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/9/3/9348.jpg
OA9349-M,"<p>Mill Finish Aluminum Channel: Fits 1-3/4"" Material</p><ul><li>2"" W x 3/4"" H x 1/8"" Wall ( 2"" W x 0.75"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 1-3/4""",31.17,"<ul><li>2"" W x 3/4"" H x 1/8"" Wall ( 2"" W x 0.75"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/9/3/9349.jpg
OA1592-M,"<p>Mill Finish Aluminum Channel: Fits 1-3/4"" Material</p><ul><li>2"" W x 1"" H x 1/8"" Wall ( 2"" W x 1"" H x 1/8"""" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 1-3/4""",36.03,"<ul><li>2"" W x 1"" H x 1/8"" Wall ( 2"" W x 1"" H x 1/8"""" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/1/5/1592_1.jpg
OA9350-M,"<p>Mill Finish Aluminum Channel: Fits 1-3/4"" Material</p><ul><li>2"" W x 1-1/2"" H x 1/8"" Wall ( 2"" W x 1.5"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 1-3/4""",45.63,"<ul><li>2"" W x 1-1/2"" H x 1/8"" Wall ( 2"" W x 1.5"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/9/3/9350.jpg
OA9387-M,"<p>Mill Finish Aluminum Channel: Fits 1-3/4"" Material</p><ul><li>2"" W x 2"" H x 1/8"" Wall ( 2"" W x 2"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 1-3/4""",45.63,"<ul><li>2"" W x 2"" H x 1/8"" Wall ( 2"" W x 2"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/9/3/9387.jpg
OA9388-M,"<p>Mill Finish Aluminum Channel: Fits 1-3/4"" Material</p><ul><li>2"" W x 3"" H x 1/8"" Wall ( 2"" W x 3"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 1-3/4""",74.43,"<ul><li>2"" W x 3"" H x 1/8"" Wall ( 2"" W x 3"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/9/3/9388.jpg
OA9389-M,"<p>Mill Finish Aluminum Channel: Fits 2-1/4"" Material</p><ul><li>2-1/2"" W x 1"" H x 1/8"" Wall ( 2.5"" W x 1"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 2-1/4""",40.77,"<ul><li>2-1/2"" W x 1"" H x 1/8"" Wall ( 2.5"" W x 1"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/9/3/9389.jpg
OA9390-M,"<p>Mill Finish Aluminum Channel: Fits 2-1/4"" Material</p><ul><li>2-1/2"" W x 1-1/2"" H x 1/8"" Wall ( 2.5"" W x 1.5"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 2-1/4""",50.37,"<ul><li>2-1/2"" W x 1-1/2"" H x 1/8"" Wall ( 2.5"" W x 1.5"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/9/3/9390.jpg
OA9391-M,"<p>Mill Finish Aluminum Channel: Fits 2-1/4"" Material</p><ul><li>2-1/2"" W x 2"" H x 1/8"" Wall ( 2.5"" W x 2"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 2-1/4""",59.97,"<ul><li>2-1/2"" W x 2"" H x 1/8"" Wall ( 2.5"" W x 2"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/9/3/9391.jpg
OA9392-M,"<p>Mill Finish Aluminum Channel: Fits 2-1/4"" Material</p><ul><li>2-1/2"" W x 2-1/2"" H x 1/8"" Wall ( 2.5"" W x 2.5"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 2-1/4""",69.57,"<ul><li>2-1/2"" W x 2-1/2"" H x 1/8"" Wall ( 2.5"" W x 2.5"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/9/3/9392.jpg
OA8113-M,"<p>Mill Finish Aluminum Channel: Fits 2-3/4"" Material</p><ul><li>3"" W x 1"" H x 1/8"" Wall ( 3"" W x 1"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 2-3/4""",45.63,"<ul><li>3"" W x 1"" H x 1/8"" Wall ( 3"" W x 1"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/8/1/8113_1.jpg
OA9351-M,"<p>Mill Finish Aluminum Channel: Fits 2-3/4"" Material</p><ul><li>3"" W x 1-1/2"" H x 1/8"" Wall ( 3"" W x 1.5"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 2-3/4""",55.23,"<ul><li>3"" W x 1-1/2"" H x 1/8"" Wall ( 3"" W x 1.5"" H x 0.125"" Wall )</li><li>8 Foot Cut Length</li><li>Mill Finish, Per ASTM</li><li>6063-T5</li></ul>",/9/3/9351.jpg
